playerID,OVERALL_ALL_TIME
johnsja01w,2.9
johnsla01w,3.1
johnsni01w,4.0
johnspo01w,4.3
johnssh01w,11.7
johnste01w,9.6
johnsti01w,7.6
johnsvi01w,11.9
jonesas01w,10.9
jonesch01w,5.5
jonesja01w,3.1
jonesla01w,1.9
jonesme01w,10.0
kellycr01w,4.8
kingbsu01w,1.8
kingija01w,3.7
klimezu01w,1.5
koehnla01w,2.7
korstil01w,1.9
kostaan01w,2.9
kostita01w,1.8
kraayca01w,10.7
kubikni01w,2.2
lacyje01w,4.6
lacyve01w,2.9
lambesh01w,4.0
lambmo01w,3.4
langhcr01w,9.8
larkier01w,4.6
lassiam01w,7.3
lattaiv01w,7.1
lawsoed01w,3.8
lawsoka01w,10.2
lazicka01w,1.6
lehnish01w,7.5
lennobe01w,11.1
leslili01w,16.9
leuchye01w,2.2
levanni01w,2.0
lewista01w,2.2
lewisty01w,4.3
liebena01w,1.9
littlca01w,8.6
lloydan01w,6.8
lobore01w,3.3
lovelst01w,5.3
luckepa01w,3.7
luzhe01w,5.5
lyttlsa01w,9.4
mabikmw01w,11.3
macchla01w,5.2
machacl01w,5.7
mahonme01w,3.2
mahonsh01w,2.3
maigaha01w,6.3
malcona01w,6.6
malloso01w,3.1
maltsev01w,7.2
mannish01w,5.9
mannkr01w,5.3
mapprh01w,7.4
marcimi01w,5.8
martima01w,5.5
martinu01w,1.1
mascira01w,4.1
matteca01w,1.5
maxwemo01w,7.2
mazzake01w,6.1
mccaibr01w,4.3
mccaiti01w,2.9
mccanra01w,5.2
mccarja01w,10.2
mccarst01w,7.7
mcconsu01w,8.9
mccouan01w,11.9
mccrani01w,6.6
mccrini01w,4.6
mcculda01w,3.4
mcgheca01w,2.6
mckivte01w,4.2
mcwilta01w,14.2
melvich01w,11.3
mendigi01w,1.8
miaomi01w,2.4
millebr01w,1.7
milleco01w,6.7
milleke01w,9.2
millsta01w,3.2
miltode01w,13.7
mitchle01w,5.6
moeggli01w,3.1
moisead01w,5.4
montaan01w,3.5
montgre01w,9.5
mooreja01w,2.7
mooreje01w,4.0
moorelo01w,10.5
moorena01w,2.4
mooreta01w,5.2
moosca01w,1.8
mosbybe01w,3.4
moweje01w,2.0
mulitna01w,4.1
murphsh01w,3.3
nagyan01w,5.6
nanch01w,4.5
ndiayas01w,6.3
ndongem01w,3.0
nemcoev01w,8.2
nevescl01w,5.3
newtoch01w,6.5
ngarsch01w,2.5
ngoyibe01w,4.5
nieuwma01w,1.3
nnamach01w,2.0
nolande01w,13.4
nygaava01w,4.9
ogayu01w,2.4
ohldeni01w,10.4
oneilkr01w,1.2
osipoir01w,2.7
owenhe01w,1.4
owenssh01w,3.8
pageda01w,1.9
pagemu01w,8.3
paigeyo01w,2.0
paliesa01w,1.6
palmewe01w,10.1
parisco01w,6.5
parkeca01w,16.6
pascafl01w,1.2
pavlimi01w,1.4
payeka01w,4.4
penicti01w,12.2
pennjo01w,3.2
perkiji01w,9.8
pettibr01w,4.3
philler01w,7.3
phillta01w,9.4
pierspl01w,8.2
pondeca01w,13.6
potthan01w,1.2
powelel01w,7.6
powelni01w,12.5
pricear01w,7.1
pridely01w,4.9
pringla01w,6.3
queenbr01w,1.2
quiglal01w,2.0
quinnno01w,9.1
quinnte01w,2.1
radunha01w,1.8
raglafe01w,3.6
randase01w,6.0
rasmukr01w,6.7
raymost01w,3.5
reddja01w,5.6
reedbr01w,8.2
reidtr01w,4.8
rileyru01w,11.2
rizzoje01w,5.9
robinas01w,4.6
robincr01w,10.0
robinre01w,1.6
rolanja01w,2.5
rossad01w,1.1
rushle01w,1.5
salesny01w,13.8
sampsch01w,5.2
samsh01w,11.3
sanchis01w,2.0
sandeam01w,1.1
sanfona01w,7.7
sanniol01w,4.4
santoal01w,1.5
santoke01w,3.8
sarenra01w,3.0
sauerpa01w,2.2
saundja01w,4.0
saureau01w,4.2
schumke01w,6.6
schwege01w,4.4
scottol01w,5.2
shakiel01w,3.0
sharpkb01w,3.8
shielas01w,2.5
slaisma01w,1.5
slauggw01w,1.7
slavtge01w,1.2
smithai01w,5.5
smithbr01w,3.8
smithch02w,7.7
smithch03w,3.7
smithcr01w,4.4
smithje01w,1.2
smithka01w,12.6
smithki01w,2.3
smithla01w,1.4
smithta01w,14.0
smithty01w,1.6
smithwa01w,1.1
snellbe01w,5.3
snowmi01w,12.1
spencsi01w,6.9
spornra01w,3.7
stafftr01w,3.3
staleda01w,10.9
stansti01w,4.5
starbka01w,4.1
stedika01w,4.8
stepama01w,10.7
stephst01w,1.6
stevema01w,2.6
stileja01w,8.4
stinsan01w,11.3
stiresh01w,2.4
stockta01w,1.2
streiju01w,8.5
strotan01w,2.5
summela01w,2.4
sun-mju01w,1.9
suttota01w,12.4
swanike01w,4.3
swoopsh01w,15.0
tateso01w,3.1
tauradi01w,15.5
tayloli01w,1.9
taylope01w,12.8
teaslni01w,10.7
teilaza01w,2.5
terryka01w,3.0
thomaca01w,3.0
thomach01w,6.3
thomala01w,7.2
thomast01w,4.4
thompal01w,5.8
thompti01w,15.2
thorbsh01w,1.8
thorner01w,5.1
threaro01w,5.5
tilliic01w,2.5
timmsmi01w,7.1
tolivkr01w,7.0
torniel01w,10.2
torrele01w,1.2
traviti01w,6.7
tremich01w,4.1
turneba01w,6.8
tuvicsl01w,6.2
udokamf01w,2.2
ujhelpe01w,1.5
umoh-it01w,1.0
valdeam01w,3.6
vangomi01w,4.0
vaughki01w,4.8
vaughkr01w,1.8
vealkr01w,6.7
vilipda01w,2.4
vodicka01w,9.9
vodopna01w,2.6
walkeas01w,2.6
walkeay01w,4.3
walkede01w,8.3
walkema01w,2.5
walsema01w,1.6
washico01w,7.2
washito01w,2.8
wautean01w,11.1
weathte01w,9.6
webbum01w,4.1
weberma01w,1.3
weckeke01w,3.5
whaleli01w,13.8
whitede01w,3.8
whiteer01w,4.4
whiteta01w,9.2
whitiva01w,4.8
whitmta01w,10.0
whittje01w,1.3
whittkh01w,3.3
wickssu01w,8.5
widemja01w,1.1
wiggica01w,12.0
wilkibr01w,1.4
williad01w,7.6
willian01w,3.3
willibe01w,1.1
willile01w,5.4
willile02w,2.6
willili01w,3.9
willina01w,12.9
williri01w,8.5
willish01w,2.8
willita01w,3.2
willito01w,5.6
williwe01w,1.4
wilsoam01w,1.2
wirthch01w,2.3
wisdoli01w,3.4
witheso01w,8.2
wolteka01w,7.2
wolvean01w,1.6
wrighsh01w,4.0
wrighta01w,7.6
wyckobr01w,7.1
wynneda01w,1.6
yamasli01w,2.6
yilmane01w,2.5
youngca01w,4.0
youngso01w,15.1
youngta01w,5.8
zakalok01w,2.5
zarafr01w,4.4
zellosh01w,11.3
zirkozu01w,1.6
zollsh01w,1.7
